pCE1,1.953279
pCE2,0.898542
pCE3,2.077538
pCE4,1.497461
pCE5,1.889757
pCE6,1.194254
pCE7,2.30566
pCE8,0.680268
pCE9,1.500135
pCE10,0.277729
pCE11,1.71066
pCE12,0.683516
pCE13,1.822859
pCE14,0.901537
pCE15,1.877335
pCE16,0.642163
pCE17,2.164256
pCE18,0.621997
pCE19,1.853127
pCE20,0.537593
pCE21,1.611111
pCE22,0.178612
pCE23,1.648571
pCE24,0.780781
pCE25,1.507354
pCE26,0.201436
pCE27,0.864795
pCE28,0.254443
pCE29,1.1155
pCE30,0.878355
pCE31,1.279212
pCE32,0.719076
pCE33,0
pCE34,0
pCE35,0.956066
pCE36,0.511406
pCE37,0.175699
pCE38,0.047792
pCE39,0
pCE40,0
pCE41,1.700271
pCE42,0.708846
pCE43,2.525451
pCE44,0.746275
pCE45,0.5935
pCE46,0.107236
pCE47,1.084179
pCE48,0
pCE49,0.617728
pCE50,0.309116
pCE51,0.212949
pCE52,0
pCE53,0
pCE54,0
pCE55,0.541837
pCE56,0.210054
pCE57,0.088026
pCE58,0.254033
pCE59,0.073712
pCE60,0
pCE61,0.042098
pCE62,0
pCE63,0.276649
pCE64,0
pCE65,0.39539
pCE66,0
pCE67,0.595454
pCE68,0.502172
pCE69,0.636992
pCE70,0.312806
pCE71,0.291519
pCE72,0.241491
pCE73,0.93259
pCE74,0.435017
pCE75,0.522756
pCE76,0.238925
pCE77,0.469712
pCE78,0
pCE79,0.848831
pCE80,0
pCE81,0.461366
pCE82,0
pCE83,0.602054
pCE84,0.959361
pCE85,1.335118
pCE86,0.254745
pCE87,0.922486
pCE88,0.33894
pCE89,0.441687
pCE90,0
pCE91,0.577822
pCE92,0.255209
pCE93,0.10923
pCE94,0
pCE95,0.301862
pCE96,0
pCE97,0
pCE98,0
pCE99,0.541725
pCE100,0.187509
pCE101,0.666463
pCE102,0.277319
pCE103,0.669759
pCE104,0.474746
pCE105,0.960057
pCE106,0.484789
pCE107,1.231231
pCE108,0.530237
pCE109,0.941158
pCE110,0.225923
pCE111,0.821093
pCE112,0.585558
pCE113,0.199527
pCE114,0.020813
pCE115,1.190144
pCE116,0.747106
pCE117,0
pCE118,0
pCE119,1.032385
pCE120,0.631509
pCE121,0
pCE122,0
pCE123,0.687828
pCE124,0.464766
pCE125,0.670928
pCE126,0.37261
pCE127,0.695368
pCE128,0.489406
pCE129,0.076774
pCE130,0.034303
pCE131,0.410875
pCE132,0.275157
pCE133,0.651479
pCE134,0.271074
pCE135,0.130019
pCE136,0.0153
pCE137,0.551969
pCE138,0.556826
pCE139,0.100873
pCE140,0
pCE141,0.653825
pCE142,0.421997
pCE143,1.904079
pCE144,0.474496
pCE145,0.635004
pCE146,0.470891
pCE147,1.223794
pCE148,0.565977
pCE149,0.00803
pCE150,0.01322
pCE151,0.05442
pCE152,0.071541
pCE153,0.774904
pCE154,0.635874
pCE155,0.038153
pCE156,0.034967
pCE157,0.057759
pCE158,0.017769
pCE159,2.025815
pCE160,0.656481
pCE161,0.940862
pCE162,0.737904
pCE163,0.083183
pCE164,0.056515
pCE165,0.915553
pCE166,0.817351
pCE167,0.349997
pCE168,0.018282
pCE169,0.89476
pCE170,0.461742
pCE171,1.0987
pCE172,0.5726
pCE173,0.822969
pCE174,0.328883
pCE175,1.075244
pCE176,0.761464
pCE177,0.429725
pCE178,0.333482
pCE179,/
pCE180,/
pCE181,/
pCE182,/
pCE183,0.160297
pCE184,0.063525
pCE185,0.472506
pCE186,0.12468
pCE187,0.475274
pCE188,0.068379
pCE189,0.7725
pCE190,0.527524
pCE191,0.595366
pCE192,0.32077
pCE193,1.390221
pCE194,0.593322
pCE195,0
pCE196,0
pCE197,0
pCE198,0
pCE199,0
pCE200,0
pCE201,0.661484
pCE202,0
pCE203,1.174732
pCE204,1.096944
pCE205,0.750084
pCE206,0.214774
pCE207,2.051482
pCE208,0.761849
pCE209,0.748914
pCE210,0.742182
pCE211,0.340436
pCE212,0
pCE213,3.088636
pCE214,0.83865
pCE215,0
pCE216,0
pCE217,0.945152
pCE218,0.573635
pCE219,0.365387
pCE220,0.504975
pCE221,0.77775
pCE222,0.380255
pCE223,0.362332
pCE224,0
pCE225,0.095149
pCE226,0.019048
pCE227,0.443502
pCE228,0.01394
pCE229,0.022965
pCE230,0
pCE231,0.235278
pCE232,0.061828
pCE233,1.49741
pCE234,0.763501
pCE235,1.457999
pCE236,1.037206
pCE237,1.608161
pCE238,1.390384
pCE239,1.288667
pCE240,1.097008
pCE241,0.828831
pCE242,0.068101
pCE243,0.844277
pCE244,0.168153
pCE245,0.718353
pCE246,0.39898
pCE247,1.249113
pCE248,0.103891
pCE249,0.195582
pCE250,0
pCE251,0.96512
pCE252,0.924449
pCE253,0
pCE254,0
pCE255,1.292369
pCE256,0.899399
pCE257,0.698193
pCE258,0.692587
pCE259,0.793553
pCE260,0.070602
pCE261,0.975561
pCE262,1.10718
pCE263,0.977596
pCE264,0.831159
pCE265,0.789065
pCE266,0.390633
pCE267,0.621647
pCE268,0.644967
pCE269,0.566168
pCE270,0.530597
pCE271,0.257311
pCE272,0
pCE273,0.862273
pCE274,0.546183
pCE275,0.035617
pCE276,0
pCE277,0.682964
pCE278,0.116896
pCE279,0.995568
pCE280,0.639657
pCE281,0.18026
pCE282,0.046494
pCE283,1.492963
pCE284,0.783193
pCE285,2.072928
pCE286,0.28716
pCE287,0.925809
pCE288,0.594633
pCE289,0.211284
pCE290,0
pCE291,0.196001
pCE292,0
pCE293,1.0184
pCE294,0.042374
pCE295,0.233981
pCE296,0.249981
pCE297,0.313064
pCE298,0.272618
pCE299,0
pCE300,0
pCE301,1.153425
pCE302,0.505356
pCE303,0.016847
pCE304,0.098297
pCE305,0
pCE306,0.085988
pCE307,0.074422
pCE308,0
pCE309,0.973923
pCE310,0.377823
pCE311,0.094808
pCE312,0.019281
pCE313,0.12952
pCE314,0.165367
pCE315,0.118954
pCE316,0.010271
pCE317,1.186931
pCE318,0.981174
pCE319,0.09904
pCE320,0
pCE321,0.031915
pCE322,0
pCE323,0.074819
pCE324,0
pCE325,0
pCE326,0
pCE327,0.835647
pCE328,0.572198
pCE329,0.090775
pCE330,0.053292
pCE331,0.582463
pCE332,0.959517
pCE333,0.816998
pCE334,0.534971
pCE335,0.721368
pCE336,0.040111
pCE337,0.603933
pCE338,0.614719
pCE339,0
pCE340,0
pCE341,0
pCE342,0
pCE343,0.320064
pCE344,0.540574
pCE345,0.592526
pCE346,0.666215
pCE347,0.269584
pCE348,0
pCE349,0.276573
pCE350,0.051976
pCE351,0.374073
pCE352,0.036613
pCE353,0.12238
pCE354,0.023675
pCE355,0.140165
pCE356,0
pCE357,0.655201
pCE358,0.16883
pCE359,2.169737
pCE360,0.312571
pCE361,1.860474
pCE362,1.075046
pCE363,0.804335
pCE364,0.031889
pCE365,0
pCE366,0
pCE367,0
pCE368,0.095875
pCE369,0.222617
pCE370,0.026438
pCE371,2.615106
pCE372,1.283111
pCE373,1.240416
pCE374,0.261218
pCE375,0.411588
pCE376,0.170638
pCE377,1.523302
pCE378,1.174129
pCE379,0.522749
pCE380,0.027825
pCE381,1.315099
pCE382,0.110837
pCE383,0.519797
pCE384,0.225784
pCE385,1.069546
pCE386,0.596167
pCE387,0.655401
pCE388,0.539565
pCE389,0.051558
pCE390,0
pCE391,0.855051
pCE392,0.125721
pCE393,0.730736
pCE394,1.143123
pCE395,0.692676
pCE396,0.048721
pCE397,0
pCE398,0
pCE399,0.606544
pCE400,0.346141
pCE401,0.057685
pCE402,0
pCE403,0
pCE404,0
pCE405,0.235909
pCE406,0
pCE407,1.405496
pCE408,0.60211
pCE409,0.0314
pCE410,0
pCE411,0.987248
pCE412,0.425945
pCE413,0.50467
pCE414,0.037579
pCE415,0
pCE416,0
pCE417,1.010017
pCE418,0.888446
pCE419,0.477443
pCE420,0.145576
pCE421,0
pCE422,0
pCE423,0.824301
pCE424,0.811862
pCE425,0
pCE426,0
pCE427,0.180017
pCE428,0.10509
pCE429,1.353428
pCE430,0.57589
pCE431,1.054604
pCE432,0.044993
pCE433,0.510149
pCE434,0.209599
pCE435,0
pCE436,0
pCE437,0.912195
pCE438,0.288887
pCE439,0.052957
pCE440,0
pCE441,0.066514
pCE442,0
pCE443,1.036397
pCE444,0.128941
pCE445,0.245377
pCE446,0
pCE447,0
pCE448,0.066646
pCE449,0.438475
pCE450,0.344185
pCE451,0
pCE452,0
pCE453,1.112515
pCE454,0.666375
pCE457,1.044745
pCE458,0.461874
pCE459,0.28085
pCE460,0.034611
pCE461,0.914414
pCE462,0.174667
pCE463,1.284066
pCE464,0.774496
pCE465,0
pCE466,0
pCE467,1.351699
pCE468,0.563441
pCE469,0.053361
pCE470,0
pCE471,1.053885
pCE472,0.624576
pCE473,0.157833
pCE474,0
pCE475,0
pCE476,0
pCE477,0.054109
pCE478,0
pCE479,0.048768
pCE480,0
pCE481,0.015169
pCE482,0
pCE483,0.341608
pCE484,0
pCE485,0.592903
pCE486,0
pCE487,1.087906
pCE488,0.434204
pCE489,0.487036
pCE490,0
pCE491,0.516779
pCE492,0.311636
pCE493,0.825471
pCE494,0.063221
pCE495,0.713726
pCE496,0.412898
pCE497,1.404259
pCE498,0.52483
pCE499,0
pCE500,0
pCE501,0
pCE502,0
pCE503,0
pCE504,0
pCE505,0.840344
pCE506,0.182234
pCE507,0
pCE508,0
pCE509,0.365445
pCE510,0
pCE511,1.210183
pCE512,0
pCE513,0.278924
pCE514,0.119124
pCE515,0.922317
pCE516,0.400514
pCE517,0.860908
pCE518,0.392128
pCE519,0.894435
pCE520,0.036737
pCE521,0.228293
pCE522,0.039739
pCE523,0.118336
pCE524,0
pCE525,0.180267
pCE526,0
pCE527,0.098435
pCE528,0
pCE529,0.91148
pCE530,0.417993
pCE531,0.742024
pCE532,0.489999
pCE533,0.034564
pCE534,0
pCE535,0.732238
pCE536,0.343644
pCE537,0.490463
pCE538,0.388816
pCE539,0.430362
pCE540,0.231414
pCE541,0.107157
pCE542,0.013692
pCE543,0.829836
pCE544,0.719533
pCE545,0.837925
pCE546,0.062809
pCE547,0.744805
pCE548,0.521747
pCE549,0.042599
pCE550,0.031428
pCE551,0
pCE552,0
pCE553,0.508816
pCE554,0.027209
pCE555,0.664281
pCE556,0.285489
pCE557,0
pCE558,0
pCE559,0
pCE560,0
pCE561,0
pCE562,0
pCE563,0.942672
pCE564,0.615251
pCE565,0.079653
pCE566,0
pCE567,0.070219
pCE568,0
pCE569,1.176161
pCE570,0.481975
pCE571,1.197147
pCE572,0.083417
pCE573,0.968846
pCE574,0.530422
pCE575,0
pCE576,0
pCE577,0.130908
pCE578,0
pCE579,0.088944
pCE580,0.01689
pCE581,1.312691
pCE582,0.917404
pCE583,1.004669
pCE584,0.967303
pCE585,1.16821
pCE586,0.587342
pCE587,1.173021
pCE588,0.67986
pCE589,0.074224
pCE590,0
pCE591,0.790809
pCE592,0.738292
pCE593,0
pCE594,0
pCE595,0
pCE596,0
pCE597,0.179843
pCE598,0.010905
pCE599,0.043627
pCE600,0
pCE601,0
pCE602,0
pCE603,0
pCE604,0
pCE605,0
pCE606,0
pCE607,0
pCE608,0
pCE609,1.996159
pCE610,0.737195
pCE611,0.306121
pCE612,0.71003
pCE613,0.126226
pCE614,0.038758
pCE615,0.511321
pCE616,0.226649
pCE617,0
pCE618,0
pCE619,0
pCE620,0
pCE621,0
pCE622,0
pCE623,0.038628
pCE624,0.019354
pCE625,0
pCE626,0
pCE627,0.022293
pCE628,0
pCE629,0
pCE630,0
pCE631,0.075541
pCE632,0
pCE633,0.76737
pCE634,0.341313
pCE635,0
pCE636,0
pCE637,1.269801
pCE638,0.755951
pCE639,0.648952
pCE640,0.465496
pCE641,0
pCE642,0
pCE643,0
pCE644,0
pCE645,0
pCE646,0
pCE647,0.025421
pCE648,0.020849
pCE649,0.474327
pCE650,0.387837
pCE651,0.026933
pCE652,0
pCE653,0.672884
pCE654,0.0503
pCE655,0
pCE656,0
pCE657,0.4346
pCE658,0.131501
pCE659,0.076376
pCE660,0.114103
pCE661,0.588313
pCE662,0.467789
pCE663,0
pCE664,0
pCE665,0.083662
pCE666,0
pCE667,1.022724
pCE668,0.667279
pCE669,0.313363
pCE670,0
pCE671,0.872363
pCE672,0.539795
pCE673,1.359867
pCE674,0.74687
pCE675,0
pCE676,0
pCE677,1.601736
pCE678,0.530935
pCE679,0.58933
pCE680,0.095398
pCE681,1.180516
pCE682,0.574746
pCE683,0.892602
pCE684,0.125531
pCE685,0.954361
pCE686,0.363864
pCE687,0.464074
pCE688,0.7625
pCE689,1.050164
pCE690,0.434169
pCE691,1.104104
pCE692,0.520656
pCE693,0.043484
pCE694,0.02744
pCE695,1.938762
pCE696,0.948915
pCE697,0
pCE698,0
pCE699,1.169373
pCE700,0.688519
pCE701,0.506951
pCE702,0.365992
pCE703,0.983758
pCE704,0.444535
pCE705,0.42249
pCE706,0.020293
pCE707,0.821084
pCE708,0.367573
pCE709,0.124566
pCE710,0
pCE711,0.750964
pCE712,0.182606
pCE713,0.019685
pCE714,0.013166
pCE715,0
pCE716,0
pCE717,0.082348
pCE718,0.045988
pCE719,0.727621
pCE720,0.478043
pCE721,0.354599
pCE722,0.097164
pCE723,1.651505
pCE724,1.011501
pCE725,1.234048
pCE726,0.867485
pCE727,0
pCE728,0
pCE729,2.202388
pCE730,1.311185
pCE731,1.55339
pCE732,1.375088
pCE733,2.012792
pCE734,1.214195
pCE735,0
pCE736,0
pCE737,0.124361
pCE738,0.014504
pCE739,1.417911
pCE740,1.335955
pCE741,1.374324
pCE742,1.183984
pCE743,1.672465
pCE744,0.909231
pCE745,0
pCE746,0.062318
pCE747,1.110507
pCE748,0.290987
pCE749,0.983905
pCE750,0.171186
pCE751,0.753874
pCE752,0.895009
pCE753,0.508308
pCE754,0.392197
pCE755,1.159348
pCE756,1.1471
pCE757,1.129126
pCE758,0.331094
pCE759,1.682292
pCE760,1.022343
pCE761,1.019781
pCE762,0.670148
pCE763,2.034339
pCE764,0.798426
Rst-Fc,1.394215
Rst-AP,0.851111
DIPα-Fc,0.82599
DIPα-AP,0.488758
DIPγ-Fc,1.77556
DIPγ-Fc,1.032624
,
Odd number: Fc-tagged (bait),
Even number: AP-tagged (prey),